,Date,price
226,2015-05-01,232.07899475097656
227,2015-05-02,234.92999267578125
228,2015-05-03,240.3580017089844
229,2015-05-04,239.01800537109372
230,2015-05-05,236.1210021972656
231,2015-05-06,229.7819976806641
232,2015-05-07,237.33399963378903
233,2015-05-08,243.86300659179688
234,2015-05-09,241.83200073242188
235,2015-05-10,240.29600524902344
236,2015-05-11,242.1580047607422
237,2015-05-12,241.11199951171875
238,2015-05-13,236.3769989013672
239,2015-05-14,236.9290008544922
240,2015-05-15,237.60499572753903
241,2015-05-16,236.1529998779297
242,2015-05-17,236.802001953125
243,2015-05-18,233.1280059814453
244,2015-05-19,231.94700622558597
245,2015-05-20,234.01800537109372
246,2015-05-21,235.343994140625
247,2015-05-22,240.34800720214844
248,2015-05-23,238.8719940185547
249,2015-05-24,240.9530029296875
250,2015-05-25,237.1100006103516
251,2015-05-26,237.11599731445312
252,2015-05-27,237.2830047607422
253,2015-05-28,237.4080047607422
254,2015-05-29,237.0959930419922
255,2015-05-30,233.34500122070312
256,2015-05-31,230.19000244140625
257,2015-06-01,222.92599487304688
258,2015-06-02,225.8029937744141
259,2015-06-03,225.87399291992188
260,2015-06-04,224.32400512695312
261,2015-06-05,224.95199584960935
262,2015-06-06,225.61900329589844
263,2015-06-07,222.8809967041016
264,2015-06-08,228.48899841308597
265,2015-06-09,229.04800415039065
266,2015-06-10,228.8029937744141
267,2015-06-11,229.7050018310547
268,2015-06-12,229.98199462890625
269,2015-06-13,232.4019927978516
270,2015-06-14,233.54299926757807
271,2015-06-15,236.822998046875
272,2015-06-16,250.8950042724609
273,2015-06-17,249.28399658203125
274,2015-06-18,249.0070037841797
275,2015-06-19,244.6060028076172
276,2015-06-20,245.2120056152344
277,2015-06-21,243.94400024414065
278,2015-06-22,246.9900054931641
279,2015-06-23,244.29600524902344
280,2015-06-24,240.51499938964844
281,2015-06-25,242.7989959716797
282,2015-06-26,243.593994140625
283,2015-06-27,250.9900054931641
284,2015-06-28,249.0110015869141
285,2015-06-29,257.0639953613281
286,2015-06-30,263.0719909667969
287,2015-07-01,258.6210021972656
288,2015-07-02,255.41200256347656
289,2015-07-03,256.33599853515625
290,2015-07-04,260.885986328125
291,2015-07-05,271.9129943847656
292,2015-07-06,269.0299987792969
293,2015-07-07,266.2070007324219
294,2015-07-08,270.7850036621094
295,2015-07-09,269.2279968261719
296,2015-07-10,284.8940124511719
297,2015-07-11,293.114990234375
298,2015-07-12,310.86700439453125
299,2015-07-13,292.0539855957031
300,2015-07-14,287.4639892578125
301,2015-07-15,285.8290100097656
302,2015-07-16,278.0889892578125
303,2015-07-17,279.47198486328125
304,2015-07-18,274.9010009765625
305,2015-07-19,273.614013671875
306,2015-07-20,278.9809875488281
307,2015-07-21,275.8330078125
308,2015-07-22,277.22198486328125
309,2015-07-23,276.04901123046875
310,2015-07-24,288.27801513671875
311,2015-07-25,288.6969909667969
312,2015-07-26,292.6860046386719
313,2015-07-27,293.6239929199219
314,2015-07-28,294.427001953125
315,2015-07-29,289.5899963378906
316,2015-07-30,287.72198486328125
317,2015-07-31,284.6499938964844
318,2015-08-01,281.6010131835937
319,2015-08-02,282.614013671875
320,2015-08-03,281.2269897460937
321,2015-08-04,285.2179870605469
322,2015-08-05,281.8819885253906
323,2015-08-06,278.5769958496094
324,2015-08-07,279.5849914550781
325,2015-08-08,260.9970092773437
326,2015-08-09,265.0830078125
327,2015-08-10,264.4700012207031
328,2015-08-11,270.385986328125
329,2015-08-12,266.3760070800781
330,2015-08-13,264.0799865722656
331,2015-08-14,265.67999267578125
332,2015-08-15,261.5509948730469
333,2015-08-16,258.5069885253906
334,2015-08-17,257.9760131835937
335,2015-08-18,211.07899475097656
336,2015-08-19,226.6840057373047
337,2015-08-20,235.3500061035156
338,2015-08-21,232.56900024414065
339,2015-08-22,230.38999938964844
340,2015-08-23,228.16900634765625
341,2015-08-24,210.4949951171875
342,2015-08-25,221.60899353027344
343,2015-08-26,225.83099365234372
344,2015-08-27,224.7689971923828
345,2015-08-28,231.39599609375
346,2015-08-29,229.77999877929688
347,2015-08-30,228.7610015869141
348,2015-08-31,230.05599975585935
349,2015-09-01,228.1210021972656
350,2015-09-02,229.28399658203125
351,2015-09-03,227.18299865722656
352,2015-09-04,230.29800415039065
353,2015-09-05,235.0189971923828
354,2015-09-06,239.83999633789065
355,2015-09-07,239.8470001220703
356,2015-09-08,243.60699462890625
357,2015-09-09,238.16799926757807
358,2015-09-10,238.4770050048828
359,2015-09-11,240.10699462890625
360,2015-09-12,235.22900390625
361,2015-09-13,230.51199340820312
362,2015-09-14,230.6439971923828
363,2015-09-15,230.3040008544922
364,2015-09-16,229.09100341796875
365,2015-09-17,229.80999755859372
366,2015-09-18,232.9750061035156
367,2015-09-19,231.4929962158203
368,2015-09-20,231.2120056152344
369,2015-09-21,227.0850067138672
370,2015-09-22,230.6179962158203
371,2015-09-23,230.2830047607422
372,2015-09-24,234.5290069580078
373,2015-09-25,235.1439971923828
374,2015-09-26,234.33999633789065
375,2015-09-27,232.7570037841797
376,2015-09-28,239.1419982910156
377,2015-09-29,236.6869964599609
378,2015-09-30,236.05999755859372
379,2015-10-01,237.5489959716797
380,2015-10-02,237.29299926757807
381,2015-10-03,238.72999572753903
382,2015-10-04,238.25900268554688
383,2015-10-05,240.38299560546875
384,2015-10-06,246.06300354003903
385,2015-10-07,242.968994140625
386,2015-10-08,242.3040008544922
387,2015-10-09,243.93099975585935
388,2015-10-10,244.9409942626953
389,2015-10-11,247.0500030517578
390,2015-10-12,245.30799865722656
391,2015-10-13,249.50799560546875
392,2015-10-14,251.98899841308597
393,2015-10-15,254.32000732421875
394,2015-10-16,262.8689880371094
395,2015-10-17,270.6400146484375
396,2015-10-18,261.6430053710937
397,2015-10-19,263.43701171875
398,2015-10-20,269.4630126953125
399,2015-10-21,266.2720031738281
400,2015-10-22,274.02301025390625
401,2015-10-23,276.4960021972656
402,2015-10-24,281.65399169921875
403,2015-10-25,283.67999267578125
404,2015-10-26,285.29998779296875
405,2015-10-27,293.7879943847656
406,2015-10-28,304.6180114746094
407,2015-10-29,313.8550109863281
408,2015-10-30,328.0150146484375
409,2015-10-31,314.1659851074219
410,2015-11-01,325.4309997558594
411,2015-11-02,361.1889953613281
412,2015-11-03,403.4169921875
413,2015-11-04,411.56298828125
414,2015-11-05,386.35400390625
415,2015-11-06,374.4700012207031
416,2015-11-07,386.4819946289063
417,2015-11-08,373.3680114746094
418,2015-11-09,380.2569885253906
419,2015-11-10,336.8190002441406
420,2015-11-11,311.0840148925781
421,2015-11-12,338.1520080566406
422,2015-11-13,336.75299072265625
423,2015-11-14,332.906005859375
424,2015-11-15,320.1659851074219
425,2015-11-16,330.7510070800781
426,2015-11-17,335.093994140625
427,2015-11-18,334.5899963378906
428,2015-11-19,326.14898681640625
429,2015-11-20,322.0220031738281
430,2015-11-21,326.927001953125
431,2015-11-22,324.5360107421875
432,2015-11-23,323.0459899902344
433,2015-11-24,320.0459899902344
434,2015-11-25,328.2059936523437
435,2015-11-26,352.6839904785156
436,2015-11-27,358.0419921875
437,2015-11-28,357.3810119628906
438,2015-11-29,371.29400634765625
439,2015-11-30,377.3210144042969
440,2015-12-01,362.4880065917969
441,2015-12-02,359.18701171875
442,2015-12-03,361.0459899902344
443,2015-12-04,363.1830139160156
444,2015-12-05,388.9490051269531
445,2015-12-06,388.7829895019531
446,2015-12-07,395.5360107421875
447,2015-12-08,415.56298828125
448,2015-12-09,417.56298828125
449,2015-12-10,415.47900390625
450,2015-12-11,451.93798828125
451,2015-12-12,434.99700927734375
452,2015-12-13,433.7550048828125
453,2015-12-14,444.1820068359375
454,2015-12-15,465.3210144042969
455,2015-12-16,454.9339904785156
456,2015-12-17,456.0780029296875
457,2015-12-18,463.6159973144531
458,2015-12-19,462.3219909667969
459,2015-12-20,442.68499755859375
460,2015-12-21,438.6390075683594
461,2015-12-22,436.5719909667969
462,2015-12-23,442.4010009765625
463,2015-12-24,454.9849853515625
464,2015-12-25,455.6530151367188
465,2015-12-26,417.2739868164063
466,2015-12-27,422.822998046875
467,2015-12-28,422.2789916992188
468,2015-12-29,432.9830017089844
469,2015-12-30,426.6199951171875
470,2015-12-31,430.5669860839844
471,2016-01-01,434.3340148925781
472,2016-01-02,433.43798828125
473,2016-01-03,430.010986328125
474,2016-01-04,433.0910034179688
475,2016-01-05,431.9599914550781
476,2016-01-06,429.1050109863281
477,2016-01-07,458.0480041503906
478,2016-01-08,453.2300109863281
479,2016-01-09,447.6109924316406
480,2016-01-10,447.9909973144531
481,2016-01-11,448.4280090332031
482,2016-01-12,435.6900024414063
483,2016-01-13,432.3710021972656
484,2016-01-14,430.3059997558594
485,2016-01-15,364.33099365234375
486,2016-01-16,387.5360107421875
487,2016-01-17,382.2990112304688
488,2016-01-18,387.1679992675781
489,2016-01-19,380.1489868164063
490,2016-01-20,420.2300109863281
491,2016-01-21,410.2619934082031
492,2016-01-22,382.4920043945313
493,2016-01-23,387.4909973144531
494,2016-01-24,402.9710083007813
495,2016-01-25,391.72601318359375
496,2016-01-26,392.1530151367188
497,2016-01-27,394.9719848632813
498,2016-01-28,380.28900146484375
499,2016-01-29,379.4739990234375
500,2016-01-30,378.2550048828125
501,2016-01-31,368.7669982910156
502,2016-02-01,373.0559997558594
503,2016-02-02,374.447998046875
504,2016-02-03,369.9490051269531
505,2016-02-04,389.593994140625
506,2016-02-05,386.5490112304688
507,2016-02-06,376.5220031738281
508,2016-02-07,376.6199951171875
509,2016-02-08,373.4469909667969
510,2016-02-09,376.0289916992188
511,2016-02-10,381.6489868164063
512,2016-02-11,379.6539916992188
513,2016-02-12,384.2630004882813
514,2016-02-13,391.8599853515625
515,2016-02-14,407.2300109863281
516,2016-02-15,400.18499755859375
517,2016-02-16,407.4880065917969
518,2016-02-17,416.3219909667969
519,2016-02-18,422.37298583984375
520,2016-02-19,420.7850036621094
521,2016-02-20,437.16400146484375
522,2016-02-21,438.7980041503906
523,2016-02-22,437.74798583984375
524,2016-02-23,420.7359924316406
525,2016-02-24,424.9549865722656
526,2016-02-25,424.54400634765625
527,2016-02-26,432.1520080566406
528,2016-02-27,432.5190124511719
529,2016-02-28,433.5039978027344
530,2016-02-29,437.6969909667969
531,2016-03-01,435.12298583984375
532,2016-03-02,423.989013671875
533,2016-03-03,421.6510009765625
534,2016-03-04,410.9389953613281
535,2016-03-05,400.5700073242188
536,2016-03-06,407.7070007324219
537,2016-03-07,414.3210144042969
538,2016-03-08,413.9719848632813
539,2016-03-09,414.8599853515625
540,2016-03-10,417.1310119628906
541,2016-03-11,421.6900024414063
542,2016-03-12,411.6239929199219
543,2016-03-13,414.0650024414063
544,2016-03-14,416.43798828125
545,2016-03-15,416.8299865722656
546,2016-03-16,417.010986328125
547,2016-03-17,420.6210021972656
548,2016-03-18,409.5480041503906
549,2016-03-19,410.4440002441406
550,2016-03-20,413.7550048828125
551,2016-03-21,413.3070068359375
552,2016-03-22,418.0889892578125
553,2016-03-23,418.0409851074219
554,2016-03-24,416.3940124511719
555,2016-03-25,417.177001953125
556,2016-03-26,417.9450073242188
557,2016-03-27,426.7650146484375
558,2016-03-28,424.2309875488281
559,2016-03-29,416.5159912109375
560,2016-03-30,414.8160095214844
561,2016-03-31,416.72900390625
562,2016-04-01,417.9599914550781
563,2016-04-02,420.87298583984375
564,2016-04-03,420.9039916992188
565,2016-04-04,421.4440002441406
566,2016-04-05,424.0299987792969
567,2016-04-06,423.4129943847656
568,2016-04-07,422.7449951171875
569,2016-04-08,420.3489990234375
570,2016-04-09,419.4110107421875
571,2016-04-10,421.5639953613281
572,2016-04-11,422.4830017089844
573,2016-04-12,425.1900024414063
574,2016-04-13,423.7340087890625
575,2016-04-14,424.2820129394531
576,2016-04-15,429.7130126953125
577,2016-04-16,430.5719909667969
578,2016-04-17,427.3989868164063
579,2016-04-18,428.5910034179688
580,2016-04-19,435.5090026855469
581,2016-04-20,441.3890075683594
582,2016-04-21,449.4249877929688
583,2016-04-22,445.7369995117188
584,2016-04-23,450.2820129394531
585,2016-04-24,458.5549926757813
586,2016-04-25,461.4259948730469
587,2016-04-26,466.0889892578125
588,2016-04-27,444.68701171875
589,2016-04-28,449.010986328125
590,2016-04-29,455.0969848632813
591,2016-04-30,448.3179931640625
592,2016-05-01,451.875
593,2016-05-02,444.66900634765625
594,2016-05-03,450.3039855957031
595,2016-05-04,446.7219848632813
596,2016-05-05,447.97601318359375
597,2016-05-06,459.6029968261719
598,2016-05-07,458.5360107421875
599,2016-05-08,458.5480041503906
600,2016-05-09,460.4830017089844
601,2016-05-10,450.8949890136719
602,2016-05-11,452.7279968261719
603,2016-05-12,454.7659912109375
604,2016-05-13,455.6700134277344
605,2016-05-14,455.6709899902344
606,2016-05-15,457.5679931640625
607,2016-05-16,454.1629943847656
608,2016-05-17,453.7829895019531
609,2016-05-18,454.6189880371094
610,2016-05-19,438.7149963378906
611,2016-05-20,442.6759948730469
612,2016-05-21,443.18798828125
613,2016-05-22,439.322998046875
614,2016-05-23,444.1549987792969
615,2016-05-24,445.9809875488281
616,2016-05-25,449.5989990234375
617,2016-05-26,453.3840026855469
618,2016-05-27,473.4639892578125
619,2016-05-28,530.0399780273438
620,2016-05-29,526.2329711914062
621,2016-05-30,533.864013671875
622,2016-05-31,531.385986328125
623,2016-06-01,536.9199829101562
624,2016-06-02,537.9719848632812
625,2016-06-03,569.1939697265625
626,2016-06-04,572.7269897460938
627,2016-06-05,574.9769897460938
628,2016-06-06,585.5369873046875
629,2016-06-07,576.5969848632812
630,2016-06-08,581.64501953125
631,2016-06-09,574.6300048828125
632,2016-06-10,577.469970703125
633,2016-06-11,606.7269897460938
634,2016-06-12,672.7839965820312
635,2016-06-13,704.3759765625
636,2016-06-14,685.5590209960938
637,2016-06-15,694.468994140625
638,2016-06-16,766.3079833984375
639,2016-06-17,748.9089965820312
640,2016-06-18,756.2269897460938
641,2016-06-19,763.781005859375
642,2016-06-20,737.2260131835938
643,2016-06-21,666.6519775390625
644,2016-06-22,596.1160278320312
645,2016-06-23,623.9769897460938
646,2016-06-24,665.2990112304688
647,2016-06-25,665.1229858398438
648,2016-06-26,629.3670043945312
649,2016-06-27,655.2750244140625
650,2016-06-28,647.0009765625
651,2016-06-29,639.8900146484375
652,2016-06-30,673.3369750976562
653,2016-07-01,676.2960205078125
654,2016-07-02,703.7020263671875
655,2016-07-03,658.6640014648438
656,2016-07-04,683.6619873046875
657,2016-07-05,670.6270141601562
658,2016-07-06,677.3309936523438
659,2016-07-07,640.56201171875
660,2016-07-08,666.5230102539062
661,2016-07-09,650.9600219726562
662,2016-07-10,649.3599853515625
663,2016-07-11,647.6589965820312
664,2016-07-12,664.551025390625
665,2016-07-13,654.468017578125
666,2016-07-14,658.0780029296875
667,2016-07-15,663.2550048828125
668,2016-07-16,660.7670288085938
669,2016-07-17,679.458984375
670,2016-07-18,673.1060180664062
671,2016-07-19,672.864013671875
672,2016-07-20,665.6849975585938
673,2016-07-21,665.0120239257812
674,2016-07-22,650.6190185546875
675,2016-07-23,655.5560302734375
676,2016-07-24,661.2849731445312
677,2016-07-25,654.0969848632812
678,2016-07-26,651.7839965820312
679,2016-07-27,654.3519897460938
680,2016-07-28,655.0349731445312
681,2016-07-29,656.9920043945312
682,2016-07-30,655.0469970703125
683,2016-07-31,624.6810302734375
684,2016-08-01,606.27197265625
685,2016-08-02,547.4650268554688
686,2016-08-03,566.35498046875
687,2016-08-04,578.2890014648438
688,2016-08-05,575.0430297851562
689,2016-08-06,587.7780151367188
690,2016-08-07,592.6900024414062
691,2016-08-08,591.0540161132812
692,2016-08-09,587.801025390625
693,2016-08-10,592.10302734375
694,2016-08-11,589.1199951171875
695,2016-08-12,587.5590209960938
696,2016-08-13,585.5880126953125
697,2016-08-14,570.4730224609375
698,2016-08-15,567.239990234375
699,2016-08-16,577.4390258789062
700,2016-08-17,573.2160034179688
701,2016-08-18,574.3179931640625
702,2016-08-19,575.6300048828125
703,2016-08-20,581.697021484375
704,2016-08-21,581.3079833984375
705,2016-08-22,586.7529907226562
706,2016-08-23,583.4149780273438
707,2016-08-24,580.1820068359375
708,2016-08-25,577.760986328125
709,2016-08-26,579.6510009765625
710,2016-08-27,569.947021484375
711,2016-08-28,573.9119873046875
712,2016-08-29,574.1069946289062
713,2016-08-30,577.5029907226562
714,2016-08-31,575.4719848632812
715,2016-09-01,572.302978515625
716,2016-09-02,575.5369873046875
717,2016-09-03,598.2119750976562
718,2016-09-04,608.6339721679688
719,2016-09-05,606.5900268554688
720,2016-09-06,610.4359741210938
721,2016-09-07,614.5440063476562
722,2016-09-08,626.3159790039062
723,2016-09-09,622.8610229492188
724,2016-09-10,623.5089721679688
725,2016-09-11,606.718994140625
726,2016-09-12,608.2429809570312
727,2016-09-13,609.2410278320312
728,2016-09-14,610.6840209960938
729,2016-09-15,607.155029296875
730,2016-09-16,606.9730224609375
731,2016-09-17,605.9840087890625
732,2016-09-18,609.8740234375
733,2016-09-19,609.2269897460938
734,2016-09-20,608.31201171875
735,2016-09-21,597.1489868164062
736,2016-09-22,596.2979736328125
737,2016-09-23,602.8419799804688
738,2016-09-24,602.625
739,2016-09-25,600.8259887695312
740,2016-09-26,608.0430297851562
741,2016-09-27,606.166015625
742,2016-09-28,604.72802734375
743,2016-09-29,605.6929931640625
744,2016-09-30,609.7349853515625
745,2016-10-01,613.9829711914062
746,2016-10-02,610.8920288085938
747,2016-10-03,612.1329956054688
748,2016-10-04,610.2039794921875
749,2016-10-05,612.510986328125
750,2016-10-06,613.02099609375
751,2016-10-07,617.1209716796875
752,2016-10-08,619.1079711914062
753,2016-10-09,616.7520141601562
754,2016-10-10,618.9940185546875
755,2016-10-11,641.072021484375
756,2016-10-12,636.1920166015625
757,2016-10-13,636.7860107421875
758,2016-10-14,640.3779907226562
759,2016-10-15,638.64599609375
760,2016-10-16,641.6309814453125
761,2016-10-17,639.1929931640625
762,2016-10-18,637.9600219726562
763,2016-10-19,630.52001953125
764,2016-10-20,630.8569946289062
765,2016-10-21,632.8280029296875
766,2016-10-22,657.2940063476562
767,2016-10-23,657.0709838867188
768,2016-10-24,653.760986328125
769,2016-10-25,657.5880126953125
770,2016-10-26,678.3040161132812
771,2016-10-27,688.31298828125
772,2016-10-28,689.6510009765625
773,2016-10-29,714.47900390625
774,2016-10-30,701.864013671875
775,2016-10-31,700.9719848632812
776,2016-11-01,729.7930297851562
777,2016-11-02,740.8289794921875
778,2016-11-03,688.7000122070312
779,2016-11-04,703.2349853515625
780,2016-11-05,703.4180297851562
781,2016-11-06,711.52197265625
782,2016-11-07,703.1309814453125
783,2016-11-08,709.8480224609375
784,2016-11-09,723.2730102539062
785,2016-11-10,715.5339965820312
786,2016-11-11,716.4110107421875
787,2016-11-12,705.0540161132812
788,2016-11-13,702.031005859375
789,2016-11-14,705.02099609375
790,2016-11-15,711.6190185546875
791,2016-11-16,744.197998046875
792,2016-11-17,740.9769897460938
793,2016-11-18,751.5850219726562
794,2016-11-19,751.6160278320312
795,2016-11-20,731.0260009765625
796,2016-11-21,739.2479858398438
797,2016-11-22,751.3469848632812
798,2016-11-23,744.593994140625
799,2016-11-24,740.2890014648438
800,2016-11-25,741.6489868164062
801,2016-11-26,735.3820190429688
802,2016-11-27,732.0349731445312
803,2016-11-28,735.81298828125
804,2016-11-29,735.60400390625
805,2016-11-30,745.6909790039062
806,2016-12-01,756.7739868164062
807,2016-12-02,777.9439697265625
808,2016-12-03,771.155029296875
809,2016-12-04,773.8720092773438
810,2016-12-05,758.7000122070312
811,2016-12-06,764.2239990234375
812,2016-12-07,768.1320190429688
813,2016-12-08,770.8099975585938
814,2016-12-09,772.7940063476562
815,2016-12-10,774.6500244140625
816,2016-12-11,769.7310180664062
817,2016-12-12,780.0869750976562
818,2016-12-13,780.5560302734375
819,2016-12-14,781.4810180664062
820,2016-12-15,778.0880126953125
821,2016-12-16,784.906982421875
822,2016-12-17,790.8289794921875
823,2016-12-18,790.530029296875
824,2016-12-19,792.7139892578125
825,2016-12-20,800.8759765625
826,2016-12-21,834.281005859375
827,2016-12-22,864.5399780273438
828,2016-12-23,921.9840087890624
829,2016-12-24,898.822021484375
830,2016-12-25,896.1829833984375
831,2016-12-26,907.6099853515624
832,2016-12-27,933.197998046875
833,2016-12-28,975.9210205078124
834,2016-12-29,973.4970092773438
835,2016-12-30,961.2379760742188
836,2016-12-31,963.7429809570312
837,2017-01-01,998.3250122070312
838,2017-01-02,1021.75
839,2017-01-03,1043.8399658203125
840,2017-01-04,1154.72998046875
841,2017-01-05,1013.3800048828124
842,2017-01-06,902.2009887695312
843,2017-01-07,908.5850219726562
844,2017-01-08,911.198974609375
845,2017-01-09,902.8280029296876
846,2017-01-10,907.6790161132812
847,2017-01-11,777.7570190429688
848,2017-01-12,804.833984375
849,2017-01-13,823.9840087890625
850,2017-01-14,818.4119873046875
851,2017-01-15,821.7979736328125
852,2017-01-16,831.5339965820312
853,2017-01-17,907.93798828125
854,2017-01-18,886.6179809570312
855,2017-01-19,899.072998046875
856,2017-01-20,895.0260009765625
857,2017-01-21,921.7890014648438
858,2017-01-22,924.6729736328124
859,2017-01-23,921.0120239257812
860,2017-01-24,892.68701171875
861,2017-01-25,901.5419921875
862,2017-01-26,917.5859985351562
863,2017-01-27,919.75
864,2017-01-28,921.5900268554688
865,2017-01-29,919.4959716796876
866,2017-01-30,920.3820190429688
867,2017-01-31,970.4030151367188
868,2017-02-01,989.0230102539062
869,2017-02-02,1011.7999877929688
870,2017-02-03,1029.9100341796875
871,2017-02-04,1042.9000244140625
872,2017-02-05,1027.3399658203125
873,2017-02-06,1038.1500244140625
874,2017-02-07,1061.3499755859375
875,2017-02-08,1063.0699462890625
876,2017-02-09,994.3829956054688
877,2017-02-10,988.6740112304688
878,2017-02-11,1004.4500122070312
879,2017-02-12,999.1810302734376
880,2017-02-13,990.6420288085938
881,2017-02-14,1004.5499877929688
882,2017-02-15,1007.47998046875
883,2017-02-16,1027.43994140625
884,2017-02-17,1046.2099609375
885,2017-02-18,1054.4200439453125
886,2017-02-19,1047.8699951171875
887,2017-02-20,1079.97998046875
888,2017-02-21,1115.300048828125
889,2017-02-22,1117.43994140625
890,2017-02-23,1166.719970703125
